Region,Gene,TF,region_chr,region_start,region_end,locus_id,n_active_celltypes,tf_stability
chr20:63737062-63737563,SLC2A4RG,MAX,20.0,63737062.0,63737563.0,AD_locus_5,46,stabilizer
chr20:63310841-63311342,YTHDF1,MAX,20.0,63310841.0,63311342.0,AD_locus_5,1,stabilizer
chr20:63908221-63908722,PRPF6,MAX,20.0,63908221.0,63908722.0,AD_locus_5,2,stabilizer
chr20:63865679-63866180,PRPF6,MAX,20.0,63865679.0,63866180.0,AD_locus_5,7,stabilizer
chr20:63737062-63737563,LIME1,MAX,20.0,63737062.0,63737563.0,AD_locus_5,46,stabilizer
chr20:63816166-63816667,ARFRP1,MAX,20.0,63816166.0,63816667.0,AD_locus_5,16,stabilizer
chr20:63686747-63687248,ARFRP1,MAX,20.0,63686747.0,63687248.0,AD_locus_5,47,stabilizer
chr20:63588056-63588557,ARFRP1,MAX,20.0,63588056.0,63588557.0,AD_locus_5,27,stabilizer
chr20:64092250-64092751,SAMD10,MAX,20.0,64092250.0,64092751.0,AD_locus_5,18,stabilizer
chr20:63601590-63602091,LIME1,MAZ,20.0,63601590.0,63602091.0,AD_locus_5,24,stabilizer
chr20:63735586-63736087,LIME1,MAZ,20.0,63735586.0,63736087.0,AD_locus_5,1,stabilizer
chr20:64093145-64093646,SAMD10,MAZ,20.0,64093145.0,64093646.0,AD_locus_5,10,stabilizer
chr20:64065367-64065868,SAMD10,MAZ,20.0,64065367.0,64065868.0,AD_locus_5,8,stabilizer
chr20:63979423-63979924,SAMD10,MAZ,20.0,63979423.0,63979924.0,AD_locus_5,39,stabilizer
chr20:64102600-64103101,SAMD10,MAZ,20.0,64102600.0,64103101.0,AD_locus_5,1,stabilizer
chr20:64058415-64058916,SAMD10,MAZ,20.0,64058415.0,64058916.0,AD_locus_5,5,stabilizer
chr20:63613151-63613652,ZGPAT,MBD1,20.0,63613151.0,63613652.0,AD_locus_5,17,not_in_TOPPLE
chr20:63580730-63581231,GMEB2,MBD1,20.0,63580730.0,63581231.0,AD_locus_5,59,not_in_TOPPLE
chr20:63720656-63721157,GMEB2,MBD1,20.0,63720656.0,63721157.0,AD_locus_5,6,not_in_TOPPLE
chr20:63938462-63938963,LKAAEAR1,MTF1,20.0,63938462.0,63938963.0,AD_locus_5,1,not_in_TOPPLE
chr20:64082350-64082851,LKAAEAR1,MTF1,20.0,64082350.0,64082851.0,AD_locus_5,1,not_in_TOPPLE
chr20:64107355-64107856,LKAAEAR1,MTF1,20.0,64107355.0,64107856.0,AD_locus_5,39,not_in_TOPPLE
chr20:64077017-64077518,LKAAEAR1,MTF1,20.0,64077017.0,64077518.0,AD_locus_5,36,not_in_TOPPLE
chr20:63947549-63948050,ZNF512B,MYC,20.0,63947549.0,63948050.0,AD_locus_5,11,stabilizer
chr20:64092250-64092751,ZNF512B,MYC,20.0,64092250.0,64092751.0,AD_locus_5,18,stabilizer
chr20:64084703-64085204,ZNF512B,MYC,20.0,64084703.0,64085204.0,AD_locus_5,9,stabilizer
chr20:63737062-63737563,ZBTB46,NFKB1,20.0,63737062.0,63737563.0,AD_locus_5,46,not_in_TOPPLE
chr20:64095861-64096362,PRPF6,NFKB1,20.0,64095861.0,64096362.0,AD_locus_5,1,not_in_TOPPLE
chr20:63545691-63546192,FNDC11,NFKB2,20.0,63545691.0,63546192.0,AD_locus_5,23,intermediate
chr20:63631394-63631895,FNDC11,NFKB2,20.0,63631394.0,63631895.0,AD_locus_5,3,intermediate
chr20:63562710-63563211,FNDC11,PAX5,20.0,63562710.0,63563211.0,AD_locus_5,6,destabilizer
chr20:64037689-64038190,C20orf204,PLAG1,20.0,64037689.0,64038190.0,AD_locus_5,6,destabilizer
chr20:64057697-64058198,C20orf204,PLAG1,20.0,64057697.0,64058198.0,AD_locus_5,57,destabilizer
chr20:64038223-64038724,C20orf204,PLAG1,20.0,64038223.0,64038724.0,AD_locus_5,54,destabilizer
chr20:64161809-64162310,C20orf204,PLAG1,20.0,64161809.0,64162310.0,AD_locus_5,23,destabilizer
chr20:64077710-64078211,C20orf204,PLAG1,20.0,64077710.0,64078211.0,AD_locus_5,52,destabilizer
chr20:64046182-64046683,C20orf204,PLAG1,20.0,64046182.0,64046683.0,AD_locus_5,6,destabilizer
chr20:64084003-64084504,C20orf204,PLAG1,20.0,64084003.0,64084504.0,AD_locus_5,2,destabilizer
chr20:63295433-63295934,BIRC7,PLAG1,20.0,63295433.0,63295934.0,AD_locus_5,25,destabilizer
chr20:64069650-64070151,LKAAEAR1,PLAGL2,20.0,64069650.0,64070151.0,AD_locus_5,12,intermediate
chr20:64069650-64070151,OPRL1,PLAGL2,20.0,64069650.0,64070151.0,AD_locus_5,12,intermediate
chr20:64069650-64070151,RGS19,PLAGL2,20.0,64069650.0,64070151.0,AD_locus_5,12,intermediate
chr20:64068365-64068866,RGS19,RARA,20.0,64068365.0,64068866.0,AD_locus_5,2,intermediate
chr20:64068365-64068866,OPRL1,RARA,20.0,64068365.0,64068866.0,AD_locus_5,2,intermediate
chr20:63837476-63837977,RTEL1,RELA,20.0,63837476.0,63837977.0,AD_locus_5,9,not_in_TOPPLE
chr20:63837476-63837977,ZGPAT,RELA,20.0,63837476.0,63837977.0,AD_locus_5,9,not_in_TOPPLE
chr20:63326964-63327465,ARFGAP1,RELA,20.0,63326964.0,63327465.0,AD_locus_5,32,not_in_TOPPLE
chr20:63837476-63837977,ARFRP1,RELA,20.0,63837476.0,63837977.0,AD_locus_5,9,not_in_TOPPLE
chr20:64095861-64096362,UCKL1,RELA,20.0,64095861.0,64096362.0,AD_locus_5,1,not_in_TOPPLE
chr20:63562710-63563211,EEF1A2,RFX5,20.0,63562710.0,63563211.0,AD_locus_5,6,intermediate
chr20:64050484-64050985,RGS19,RXRA,20.0,64050484.0,64050985.0,AD_locus_5,7,intermediate
chr20:63750913-63751414,TNFRSF6B,SP3,20.0,63750913.0,63751414.0,AD_locus_5,37,not_in_TOPPLE
chr20:63775021-63775522,TNFRSF6B,SP3,20.0,63775021.0,63775522.0,AD_locus_5,10,not_in_TOPPLE
chr20:64058415-64058916,MYT1,SP4,20.0,64058415.0,64058916.0,AD_locus_5,5,intermediate
chr20:64071142-64071643,LKAAEAR1,SPI1,20.0,64071142.0,64071643.0,AD_locus_5,9,intermediate
chr20:63795120-63795621,UCKL1,SREBF2,20.0,63795120.0,63795621.0,AD_locus_5,11,intermediate
chr20:63814451-63814952,ARFRP1,STAT1,20.0,63814451.0,63814952.0,AD_locus_5,6,intermediate
chr20:63855040-63855541,ARFRP1,STAT1,20.0,63855040.0,63855541.0,AD_locus_5,3,intermediate
chr20:63706706-63707207,ARFRP1,STAT1,20.0,63706706.0,63707207.0,AD_locus_5,28,intermediate
chr20:63832004-63832505,PRPF6,STAT5A,20.0,63832004.0,63832505.0,AD_locus_5,30,not_in_TOPPLE
chr20:63847578-63848079,PRPF6,STAT5A,20.0,63847578.0,63848079.0,AD_locus_5,11,not_in_TOPPLE
chr20:63847578-63848079,ARFRP1,STAT5A,20.0,63847578.0,63848079.0,AD_locus_5,11,not_in_TOPPLE
chr20:63649079-63649580,ARFRP1,STAT5A,20.0,63649079.0,63649580.0,AD_locus_5,2,not_in_TOPPLE
chr20:63846026-63846527,ZBTB46,STAT5A,20.0,63846026.0,63846527.0,AD_locus_5,14,not_in_TOPPLE
chr20:63730662-63731163,ZBTB46,STAT5A,20.0,63730662.0,63731163.0,AD_locus_5,55,not_in_TOPPLE
chr20:63847578-63848079,ZBTB46,STAT5A,20.0,63847578.0,63848079.0,AD_locus_5,11,not_in_TOPPLE
chr20:63832004-63832505,ZBTB46,STAT5A,20.0,63832004.0,63832505.0,AD_locus_5,30,not_in_TOPPLE
chr20:63273356-63273857,ARFGAP1,STAT5A,20.0,63273356.0,63273857.0,AD_locus_5,1,not_in_TOPPLE
chr20:64037689-64038190,TCEA2,STAT6,20.0,64037689.0,64038190.0,AD_locus_5,6,intermediate
chr20:64095861-64096362,TCEA2,STAT6,20.0,64095861.0,64096362.0,AD_locus_5,1,intermediate
chr20:64071142-64071643,TCEA2,STAT6,20.0,64071142.0,64071643.0,AD_locus_5,9,intermediate
chr20:63602265-63602766,EEF1A2,TCF3,20.0,63602265.0,63602766.0,AD_locus_5,29,intermediate
chr20:63549727-63550228,EEF1A2,TCF3,20.0,63549727.0,63550228.0,AD_locus_5,1,intermediate
chr20:63545691-63546192,EEF1A2,TCF3,20.0,63545691.0,63546192.0,AD_locus_5,23,intermediate
chr20:64134061-64134562,PCMTD2,TCF7,20.0,64134061.0,64134562.0,AD_locus_5,10,stabilizer
chr20:63901643-63902144,ZNF512B,TCF7,20.0,63901643.0,63902144.0,AD_locus_5,2,stabilizer
chr20:63735586-63736087,SLC2A4RG,ZBTB14,20.0,63735586.0,63736087.0,AD_locus_5,1,not_in_TOPPLE
chr20:63636311-63636812,SLC2A4RG,ZBTB14,20.0,63636311.0,63636812.0,AD_locus_5,1,not_in_TOPPLE
chr20:63434149-63434650,KCNQ2,ZBTB25,20.0,63434149.0,63434650.0,AD_locus_5,48,stabilizer
chr20:63542680-63543181,HELZ2,ZBTB7A,20.0,63542680.0,63543181.0,AD_locus_5,8,intermediate
chr20:63562710-63563211,HELZ2,ZBTB7A,20.0,63562710.0,63563211.0,AD_locus_5,6,intermediate
chr20:64054271-64054772,OPRL1,ZBTB7A,20.0,64054271.0,64054772.0,AD_locus_5,8,intermediate
chr20:64054271-64054772,RGS19,ZBTB7A,20.0,64054271.0,64054772.0,AD_locus_5,8,intermediate
chr20:63215017-63215518,ARFGAP1,ZBTB7A,20.0,63215017.0,63215518.0,AD_locus_5,2,intermediate
chr20:63309443-63309944,ARFGAP1,ZBTB7A,20.0,63309443.0,63309944.0,AD_locus_5,3,intermediate
chr20:63223270-63223771,ARFGAP1,ZBTB7A,20.0,63223270.0,63223771.0,AD_locus_5,41,intermediate
chr20:63628203-63628704,RTEL1,ZGPAT,20.0,63628203.0,63628704.0,AD_locus_5,7,not_in_TOPPLE
chr20:63628203-63628704,ARFRP1,ZGPAT,20.0,63628203.0,63628704.0,AD_locus_5,7,not_in_TOPPLE
chr20:63628203-63628704,ZGPAT,ZGPAT,20.0,63628203.0,63628704.0,AD_locus_5,7,not_in_TOPPLE
chr20:63554537-63555038,STMN3,ZNF101,20.0,63554537.0,63555038.0,AD_locus_5,8,stabilizer
chr20:63286975-63287476,ARFGAP1,ZNF316,20.0,63286975.0,63287476.0,AD_locus_5,1,not_in_TOPPLE
chr20:63310841-63311342,ARFGAP1,ZNF316,20.0,63310841.0,63311342.0,AD_locus_5,1,not_in_TOPPLE
chr20:63292194-63292695,ARFGAP1,ZNF316,20.0,63292194.0,63292695.0,AD_locus_5,7,not_in_TOPPLE
chr20:63706706-63707207,ZBTB46,ZNF641,20.0,63706706.0,63707207.0,AD_locus_5,28,not_in_TOPPLE
chr20:63865679-63866180,ZBTB46,ZNF641,20.0,63865679.0,63866180.0,AD_locus_5,7,not_in_TOPPLE
chr20:64095861-64096362,MYT1,SCX,20.0,64095861.0,64096362.0,AD_locus_5,1,destabilizer
chr20:63628203-63628704,GMEB2,ZNF131,20.0,63628203.0,63628704.0,AD_locus_5,7,not_in_TOPPLE
chr17:49365609-49366110,NGFR,ARID3A,17.0,49365609.0,49366110.0,AD_locus_6,10,intermediate
chr17:49452076-49452577,NGFR,ARID3A,17.0,49452076.0,49452577.0,AD_locus_6,17,intermediate
chr17:49565932-49566433,NGFR,ARID3A,17.0,49565932.0,49566433.0,AD_locus_6,6,intermediate
chr17:49389865-49390366,NGFR,ARID3A,17.0,49389865.0,49390366.0,AD_locus_6,28,intermediate
chr17:49438170-49438671,NGFR,ASCL2,17.0,49438170.0,49438671.0,AD_locus_6,2,stabilizer
chr17:49403491-49403992,NGFR,ASCL2,17.0,49403491.0,49403992.0,AD_locus_6,20,stabilizer
chr17:49404242-49404743,NGFR,ASCL2,17.0,49404242.0,49404743.0,AD_locus_6,37,stabilizer
chr17:49510031-49510532,NGFR,ASCL2,17.0,49510031.0,49510532.0,AD_locus_6,2,stabilizer
chr17:49508877-49509378,NGFR,ASCL2,17.0,49508877.0,49509378.0,AD_locus_6,1,stabilizer
chr17:49748747-49749248,SLC35B1,ATF4,17.0,49748747.0,49749248.0,AD_locus_6,59,stabilizer
chr17:48851882-48852383,SNF8,ATF4,17.0,48851882.0,48852383.0,AD_locus_6,14,stabilizer
chr17:49817943-49818444,KAT7,ATF4,17.0,49817943.0,49818444.0,AD_locus_6,45,stabilizer
chr17:49748747-49749248,KAT7,ATF4,17.0,49748747.0,49749248.0,AD_locus_6,59,stabilizer
chr17:48851882-48852383,ATP5MC1,ATF4,17.0,48851882.0,48852383.0,AD_locus_6,14,stabilizer
chr17:48928851-48929352,SNF8,ATF5,17.0,48928851.0,48929352.0,AD_locus_6,4,intermediate
chr17:49721344-49721845,SLC35B1,ATF5,17.0,49721344.0,49721845.0,AD_locus_6,2,intermediate
chr17:49696108-49696609,SLC35B1,ATF5,17.0,49696108.0,49696609.0,AD_locus_6,61,intermediate
chr17:49252033-49252534,GNGT2,BACH1,17.0,49252033.0,49252534.0,AD_locus_6,11,intermediate
chr17:49260556-49261057,GNGT2,BACH1,17.0,49260556.0,49261057.0,AD_locus_6,59,intermediate
chr17:49338830-49339331,GNGT2,BACH1,17.0,49338830.0,49339331.0,AD_locus_6,22,intermediate
chr17:49277616-49278117,GNGT2,BACH1,17.0,49277616.0,49278117.0,AD_locus_6,7,intermediate
chr17:48972305-48972806,CALCOCO2,BACH1,17.0,48972305.0,48972806.0,AD_locus_6,5,intermediate
chr17:49000986-49001487,CALCOCO2,BACH1,17.0,49000986.0,49001487.0,AD_locus_6,11,intermediate
chr17:48915766-48916267,CALCOCO2,BACH1,17.0,48915766.0,48916267.0,AD_locus_6,57,intermediate
chr17:48851882-48852383,CALCOCO2,BACH1,17.0,48851882.0,48852383.0,AD_locus_6,14,intermediate
chr17:49338830-49339331,ABI3,BACH1,17.0,49338830.0,49339331.0,AD_locus_6,22,intermediate
chr17:49252033-49252534,ABI3,BACH1,17.0,49252033.0,49252534.0,AD_locus_6,11,intermediate
chr17:49344932-49345433,ABI3,BACH1,17.0,49344932.0,49345433.0,AD_locus_6,7,intermediate
chr17:49277616-49278117,ABI3,BACH1,17.0,49277616.0,49278117.0,AD_locus_6,7,intermediate
chr17:49409003-49409504,NGFR,BHLHE40,17.0,49409003.0,49409504.0,AD_locus_6,6,intermediate
chr17:49393811-49394312,ZNF652,BPTF,17.0,49393811.0,49394312.0,AD_locus_6,9,intermediate
chr17:49193949-49194450,ZNF652,BPTF,17.0,49193949.0,49194450.0,AD_locus_6,12,intermediate
chr17:49215904-49216405,ZNF652,BPTF,17.0,49215904.0,49216405.0,AD_locus_6,11,intermediate
chr17:49389109-49389610,ZNF652,BPTF,17.0,49389109.0,49389610.0,AD_locus_6,1,intermediate
chr17:49216916-49217417,ABI3,CEBPA,17.0,49216916.0,49217417.0,AD_locus_6,20,intermediate
chr17:49209685-49210186,ABI3,CEBPB,17.0,49209685.0,49210186.0,AD_locus_6,29,intermediate
chr17:49215904-49216405,ABI3,CEBPB,17.0,49215904.0,49216405.0,AD_locus_6,11,intermediate
chr17:49219394-49219895,ABI3,CEBPB,17.0,49219394.0,49219895.0,AD_locus_6,47,intermediate
chr17:49235261-49235762,ABI3,CEBPB,17.0,49235261.0,49235762.0,AD_locus_6,13,intermediate
chr17:49215904-49216405,GNGT2,CEBPB,17.0,49215904.0,49216405.0,AD_locus_6,11,intermediate
chr17:49216916-49217417,GNGT2,CEBPB,17.0,49216916.0,49217417.0,AD_locus_6,20,intermediate
chr17:49219394-49219895,GNGT2,CEBPB,17.0,49219394.0,49219895.0,AD_locus_6,47,intermediate
chr17:49209685-49210186,GNGT2,CEBPB,17.0,49209685.0,49210186.0,AD_locus_6,29,intermediate
chr17:49235261-49235762,GNGT2,CEBPB,17.0,49235261.0,49235762.0,AD_locus_6,13,intermediate
chr17:49316926-49317427,ZNF652,CREB1,17.0,49316926.0,49317427.0,AD_locus_6,24,intermediate
chr17:49715794-49716295,SLC35B1,CREB3,17.0,49715794.0,49716295.0,AD_locus_6,59,not_in_TOPPLE
chr17:49210405-49210906,ABI3,DRAP1,17.0,49210405.0,49210906.0,AD_locus_6,61,not_in_TOPPLE
chr17:49210405-49210906,GNGT2,DRAP1,17.0,49210405.0,49210906.0,AD_locus_6,61,not_in_TOPPLE
chr17:48952849-48953350,SNF8,E2F4,17.0,48952849.0,48953350.0,AD_locus_6,26,not_in_TOPPLE
chr17:48860021-48860522,SNF8,E2F4,17.0,48860021.0,48860522.0,AD_locus_6,2,not_in_TOPPLE
chr17:48915766-48916267,SNF8,E2F4,17.0,48915766.0,48916267.0,AD_locus_6,57,not_in_TOPPLE
chr17:49715123-49715624,KAT7,ELF1,17.0,49715123.0,49715624.0,AD_locus_6,50,intermediate
chr17:49748193-49748694,KAT7,ELF1,17.0,49748193.0,49748694.0,AD_locus_6,27,intermediate
chr17:49745616-49746117,KAT7,ELF1,17.0,49745616.0,49746117.0,AD_locus_6,2,intermediate
chr17:49696108-49696609,KAT7,ELF1,17.0,49696108.0,49696609.0,AD_locus_6,61,intermediate
chr17:49746718-49747219,KAT7,ELF1,17.0,49746718.0,49747219.0,AD_locus_6,51,intermediate
chr17:49763365-49763866,KAT7,ELF1,17.0,49763365.0,49763866.0,AD_locus_6,32,intermediate
chr17:49316926-49317427,GNGT2,ELF4,17.0,49316926.0,49317427.0,AD_locus_6,24,not_in_TOPPLE
chr17:49316926-49317427,ABI3,ELF4,17.0,49316926.0,49317427.0,AD_locus_6,24,not_in_TOPPLE
chr17:49365609-49366110,ABI3,ELF4,17.0,49365609.0,49366110.0,AD_locus_6,10,not_in_TOPPLE
chr17:49370361-49370862,ABI3,ELF4,17.0,49370361.0,49370862.0,AD_locus_6,5,not_in_TOPPLE
chr17:49228701-49229202,ABI3,EOMES,17.0,49228701.0,49229202.0,AD_locus_6,1,intermediate
chr17:49228701-49229202,GNGT2,EOMES,17.0,49228701.0,49229202.0,AD_locus_6,1,intermediate
chr17:49086963-49087464,GNGT2,EOMES,17.0,49086963.0,49087464.0,AD_locus_6,3,intermediate
chr17:49521915-49522416,SPOP,ETS1,17.0,49521915.0,49522416.0,AD_locus_6,8,stabilizer
chr17:49486105-49486606,SPOP,ETS1,17.0,49486105.0,49486606.0,AD_locus_6,7,stabilizer
chr17:49664778-49665279,SPOP,ETS1,17.0,49664778.0,49665279.0,AD_locus_6,4,stabilizer
chr17:49602717-49603218,SPOP,ETS1,17.0,49602717.0,49603218.0,AD_locus_6,2,stabilizer
chr17:49617903-49618404,SPOP,ETS1,17.0,49617903.0,49618404.0,AD_locus_6,9,stabilizer
chr17:49515088-49515589,SPOP,ETS1,17.0,49515088.0,49515589.0,AD_locus_6,19,stabilizer
chr17:49728630-49729131,SPOP,ETS1,17.0,49728630.0,49729131.0,AD_locus_6,12,stabilizer
chr17:49616535-49617036,SPOP,ETS1,17.0,49616535.0,49617036.0,AD_locus_6,12,stabilizer
chr17:49688589-49689090,SPOP,ETS1,17.0,49688589.0,49689090.0,AD_locus_6,12,stabilizer
chr17:49687926-49688427,SPOP,ETS1,17.0,49687926.0,49688427.0,AD_locus_6,52,stabilizer
chr17:49483607-49484108,SPOP,ETS1,17.0,49483607.0,49484108.0,AD_locus_6,6,stabilizer
chr17:49512936-49513437,SPOP,ETS1,17.0,49512936.0,49513437.0,AD_locus_6,13,stabilizer
chr17:49754867-49755368,FAM117A,ETS1,17.0,49754867.0,49755368.0,AD_locus_6,38,stabilizer
chr17:49715123-49715624,FAM117A,ETS1,17.0,49715123.0,49715624.0,AD_locus_6,50,stabilizer
chr17:49748193-49748694,FAM117A,ETS1,17.0,49748193.0,49748694.0,AD_locus_6,27,stabilizer
chr17:49817943-49818444,FAM117A,ETS1,17.0,49817943.0,49818444.0,AD_locus_6,45,stabilizer
chr17:49677840-49678341,FAM117A,ETS1,17.0,49677840.0,49678341.0,AD_locus_6,63,stabilizer
chr17:49707997-49708498,FAM117A,ETS1,17.0,49707997.0,49708498.0,AD_locus_6,65,stabilizer
chr17:48928851-48929352,CALCOCO2,FLI1,17.0,48928851.0,48929352.0,AD_locus_6,4,not_in_TOPPLE
chr17:48850853-48851354,CALCOCO2,FLI1,17.0,48850853.0,48851354.0,AD_locus_6,23,not_in_TOPPLE
chr17:48850853-48851354,UBE2Z,FLI1,17.0,48850853.0,48851354.0,AD_locus_6,23,not_in_TOPPLE
chr17:48952849-48953350,UBE2Z,FLI1,17.0,48952849.0,48953350.0,AD_locus_6,26,not_in_TOPPLE
chr17:48928851-48929352,UBE2Z,FLI1,17.0,48928851.0,48929352.0,AD_locus_6,4,not_in_TOPPLE
chr17:48877145-48877646,UBE2Z,FLI1,17.0,48877145.0,48877646.0,AD_locus_6,3,not_in_TOPPLE
chr17:48915766-48916267,UBE2Z,FLI1,17.0,48915766.0,48916267.0,AD_locus_6,57,not_in_TOPPLE
chr17:49000986-49001487,SNF8,IRF1,17.0,49000986.0,49001487.0,AD_locus_6,11,intermediate
chr17:49387570-49388071,NGFR,IRF7,17.0,49387570.0,49388071.0,AD_locus_6,34,intermediate
chr17:49754867-49755368,KAT7,KAT7,17.0,49754867.0,49755368.0,AD_locus_6,38,not_in_TOPPLE
chr17:49762860-49763361,FAM117A,KLF12,17.0,49762860.0,49763361.0,AD_locus_6,1,intermediate
chr17:49763365-49763866,FAM117A,KLF12,17.0,49763365.0,49763866.0,AD_locus_6,32,intermediate
chr17:49788942-49789443,FAM117A,KLF12,17.0,49788942.0,49789443.0,AD_locus_6,65,intermediate
chr17:49388161-49388662,PHB,KLF13,17.0,49388161.0,49388662.0,AD_locus_6,52,not_in_TOPPLE
chr17:49342215-49342716,PHB,KLF13,17.0,49342215.0,49342716.0,AD_locus_6,54,not_in_TOPPLE
chr17:49448266-49448767,PHB,KLF13,17.0,49448266.0,49448767.0,AD_locus_6,2,not_in_TOPPLE
chr17:49389865-49390366,PHB,KLF13,17.0,49389865.0,49390366.0,AD_locus_6,28,not_in_TOPPLE
chr17:49794550-49795051,KAT7,KLF13,17.0,49794550.0,49795051.0,AD_locus_6,4,not_in_TOPPLE
chr17:49715794-49716295,KAT7,KLF13,17.0,49715794.0,49716295.0,AD_locus_6,59,not_in_TOPPLE
chr17:48851882-48852383,UBE2Z,KLF2,17.0,48851882.0,48852383.0,AD_locus_6,14,stabilizer
chr17:48952849-48953350,ATP5MC1,MAX,17.0,48952849.0,48953350.0,AD_locus_6,26,stabilizer
chr17:48915766-48916267,ATP5MC1,MAX,17.0,48915766.0,48916267.0,AD_locus_6,57,stabilizer
chr17:49763365-49763866,SLC35B1,MXD4,17.0,49763365.0,49763866.0,AD_locus_6,32,not_in_TOPPLE
chr17:49486105-49486606,ZNF652,NR3C1,17.0,49486105.0,49486606.0,AD_locus_6,7,not_in_TOPPLE
chr17:49397189-49397690,ZNF652,NR3C1,17.0,49397189.0,49397690.0,AD_locus_6,4,not_in_TOPPLE
chr17:49389865-49390366,ZNF652,NR3C1,17.0,49389865.0,49390366.0,AD_locus_6,28,not_in_TOPPLE
chr17:49438967-49439468,ZNF652,NR3C1,17.0,49438967.0,49439468.0,AD_locus_6,12,not_in_TOPPLE
chr17:49328381-49328882,ZNF652,NR3C1,17.0,49328381.0,49328882.0,AD_locus_6,23,not_in_TOPPLE
chr17:49388161-49388662,ZNF652,NR3C1,17.0,49388161.0,49388662.0,AD_locus_6,52,not_in_TOPPLE
chr17:49390434-49390935,ZNF652,PHF20,17.0,49390434.0,49390935.0,AD_locus_6,52,stabilizer
chr17:49819085-49819586,KAT7,RUNX1,17.0,49819085.0,49819586.0,AD_locus_6,8,intermediate
chr17:49744699-49745200,KAT7,RUNX1,17.0,49744699.0,49745200.0,AD_locus_6,1,intermediate
chr17:49185548-49186049,GNGT2,RXRA,17.0,49185548.0,49186049.0,AD_locus_6,7,intermediate
chr17:49000986-49001487,UBE2Z,STAT1,17.0,49000986.0,49001487.0,AD_locus_6,11,intermediate
chr17:48877145-48877646,SNF8,STAT5A,17.0,48877145.0,48877646.0,AD_locus_6,3,not_in_TOPPLE
chr17:48972305-48972806,UBE2Z,STAT6,17.0,48972305.0,48972806.0,AD_locus_6,5,intermediate
chr17:49438170-49438671,PHB,USF2,17.0,49438170.0,49438671.0,AD_locus_6,2,not_in_TOPPLE
chr17:49409003-49409504,PHB,USF2,17.0,49409003.0,49409504.0,AD_locus_6,6,not_in_TOPPLE
chr17:49508877-49509378,PHB,USF2,17.0,49508877.0,49509378.0,AD_locus_6,1,not_in_TOPPLE
chr17:49819085-49819586,FAM117A,ZNF131,17.0,49819085.0,49819586.0,AD_locus_6,8,not_in_TOPPLE
chr6:32659752-32660253,HLA-DRB1,AHR,6.0,32659752.0,32660253.0,AD_locus_7,11,intermediate
chr6:32659752-32660253,HLA-DRB5,AHR,6.0,32659752.0,32660253.0,AD_locus_7,11,intermediate
chr6:33049275-33049776,HLA-DMB,AHR,6.0,33049275.0,33049776.0,AD_locus_7,12,intermediate
chr6:33080104-33080605,HLA-DMB,AHR,6.0,33080104.0,33080605.0,AD_locus_7,1,intermediate
chr6:32659752-32660253,HLA-DQA2,AHR,6.0,32659752.0,32660253.0,AD_locus_7,11,intermediate
chr6:33049275-33049776,HLA-DPB1,AHR,6.0,33049275.0,33049776.0,AD_locus_7,12,intermediate
chr6:33080104-33080605,HLA-DPB1,AHR,6.0,33080104.0,33080605.0,AD_locus_7,1,intermediate
chr6:32659752-32660253,HLA-DQA1,AHR,6.0,32659752.0,32660253.0,AD_locus_7,11,intermediate
chr6:32659752-32660253,HLA-DQB1,AHR,6.0,32659752.0,32660253.0,AD_locus_7,11,intermediate
chr6:33049275-33049776,HLA-DPA1,AHR,6.0,33049275.0,33049776.0,AD_locus_7,12,intermediate
chr6:33080104-33080605,HLA-DPA1,AHR,6.0,33080104.0,33080605.0,AD_locus_7,1,intermediate
chr6:32659752-32660253,HLA-DQB2,AHR,6.0,32659752.0,32660253.0,AD_locus_7,11,intermediate
chr6:33080104-33080605,HLA-DMA,AHR,6.0,33080104.0,33080605.0,AD_locus_7,1,intermediate
chr6:33049275-33049776,HLA-DMA,AHR,6.0,33049275.0,33049776.0,AD_locus_7,12,intermediate
chr6:33049275-33049776,HLA-DOA,AHR,6.0,33049275.0,33049776.0,AD_locus_7,12,intermediate
chr6:32327045-32327546,NOTCH4,ARID3A,6.0,32327045.0,32327546.0,AD_locus_7,22,intermediate
chr6:32197325-32197826,NOTCH4,ARID3A,6.0,32197325.0,32197826.0,AD_locus_7,9,intermediate
chr6:32224674-32225175,NOTCH4,ARID3A,6.0,32224674.0,32225175.0,AD_locus_7,13,intermediate
chr6:32271346-32271847,NOTCH4,ARID3A,6.0,32271346.0,32271847.0,AD_locus_7,47,intermediate
chr6:32937142-32937643,PSMB9,ASCL2,6.0,32937142.0,32937643.0,AD_locus_7,11,stabilizer
chr6:32741142-32741643,PSMB9,ASCL2,6.0,32741142.0,32741643.0,AD_locus_7,37,stabilizer
chr6:32255695-32256196,ATF6B,ATF4,6.0,32255695.0,32256196.0,AD_locus_7,28,stabilizer
chr6:32197325-32197826,ATF6B,ATF4,6.0,32197325.0,32197826.0,AD_locus_7,9,stabilizer
chr6:32226380-32226881,ATF6B,ATF4,6.0,32226380.0,32226881.0,AD_locus_7,9,stabilizer
chr6:32197325-32197826,AGPAT1,ATF4,6.0,32197325.0,32197826.0,AD_locus_7,9,stabilizer
chr6:32197325-32197826,PBX2,ATF4,6.0,32197325.0,32197826.0,AD_locus_7,9,stabilizer
chr6:33020132-33020633,HLA-DMA,ATF5,6.0,33020132.0,33020633.0,AD_locus_7,1,intermediate
